ID,DATAISTITUZIONE,DATACESSAZIONE,CODISTAT,CODCATASTALE,DENOMINAZIONE_IT,DENOMTRASLITTERATA,ALTRADENOMINAZIONE,ALTRADENOMTRASLITTERATA,IDPROVINCIA,IDPROVINCIAISTAT,IDREGIONE,IDPREFETTURA,STATO,SIGLAPROVINCIA,FONTE,DATAULTIMOAGG,COD_DENOM
2302,1935-04-08,9999-12-31,005025,C127,CASTELL'ALFERO,CASTELL'ALFERO,,,5,005,01,AT,A,AT,,2016-06-17,
2303,1861-03-17,9999-12-31,067011,C128,CASTELLALTO,CASTELLALTO,,,67,067,13,TE,A,TE,,2016-06-17,
2305,1861-03-17,9999-12-31,081005,C130,CASTELLAMMARE DEL GOLFO,CASTELLAMMARE DEL GOLFO,,,81,081,19,TP,A,TP,,2016-06-17,
2304,1863-02-06,9999-12-31,063024,C129,CASTELLAMMARE DI STABIA,CASTELLAMMARE DI STABIA,,,63,063,15,NA,A,NA,,2016-06-17,
16865,1956-11-10,9999-12-31,001066,C133,CASTELLAMONTE,CASTELLAMONTE,,,1,001,01,TO,A,TO,,2016-06-17,
2309,1950-06-29,9999-12-31,072017,C134,CASTELLANA GROTTE,CASTELLANA GROTTE,,,72,072,16,BA,A,BA,,2016-06-17,
16866,1981-04-16,9999-12-31,082024,C135,CASTELLANA SICULA,CASTELLANA SICULA,,,82,082,19,PA,A,PA,,2016-06-17,
2311,1923-12-22,9999-12-31,073003,C136,CASTELLANETA,CASTELLANETA,,,73,073,16,TA,A,TA,,2016-06-17,
23040,2019-05-31,9999-12-31,006045,C137,CASTELLANIA COPPI,CASTELLANIA COPPI,,,6,006,01,AL,A,AL,,2019-06-06,
2314,1927-04-14,9999-12-31,012042,C139,CASTELLANZA,CASTELLANZA,,,12,012,03,VA,A,VA,,2016-06-17,
16869,1959-12-04,9999-12-31,006046,C142,CASTELLAR GUIDOBONO,CASTELLAR GUIDOBONO,,,6,006,01,AL,A,AL,,2016-06-17,
2316,1861-03-17,9999-12-31,035014,C141,CASTELLARANO,CASTELLARANO,,,35,035,08,RE,A,RE,,2016-06-17,
16870,1925-08-22,9999-12-31,008014,C143,CASTELLARO,CASTELLARO,,,8,008,07,IM,A,IM,,2016-06-17,
2320,1861-03-17,9999-12-31,033012,C145,CASTELL'ARQUATO,CASTELL'ARQUATO,,,33,033,08,PC,A,PC,,2016-06-17,
2322,1915-04-05,9999-12-31,053005,C147,CASTELL'AZZARA,CASTELL'AZZARA,,,53,053,09,GR,A,GR,,2016-06-17,
2323,1994-12-14,9999-12-31,006047,C148,CASTELLAZZO BORMIDA,CASTELLAZZO BORMIDA,,,6,006,01,AL,A,AL,,2016-06-17,
2324,1948-01-15,9999-12-31,003042,C149,CASTELLAZZO NOVARESE,CASTELLAZZO NOVARESE,,,3,003,01,NO,A,NO,,2016-06-17,
2328,1868-01-01,9999-12-31,019025,C153,CASTELLEONE,CASTELLEONE,,,19,019,03,CR,A,CR,,2016-06-17,
2327,1864-11-07,9999-12-31,042011,C152,CASTELLEONE DI SUASA,CASTELLEONE DI SUASA,,,42,042,11,AN,A,AN,,2016-06-17,
2329,1947-01-10,9999-12-31,005026,C154,CASTELLERO,CASTELLERO,,,5,005,01,AT,A,AT,,2016-06-17,
2330,1992-04-16,9999-12-31,096015,C155,CASTELLETTO CERVO,CASTELLETTO CERVO,,,96,096,01,BI,A,BI,,2016-06-17,
2332,1861-03-17,9999-12-31,006048,C156,CASTELLETTO D'ERRO,CASTELLETTO D'ERRO,,,6,006,01,AL,A,AL,,2016-06-17,
16871,2006-05-12,9999-12-31,018038,C157,CASTELLETTO DI BRANDUZZO,CASTELLETTO DI BRANDUZZO,,,18,018,03,PV,A,PV,,2016-06-17,
2334,1861-03-17,9999-12-31,006049,C158,CASTELLETTO D'ORBA,CASTELLETTO D'ORBA,,,6,006,01,AL,A,AL,,2016-06-17,
16872,1929-05-14,9999-12-31,006050,C160,CASTELLETTO MERLI,CASTELLETTO MERLI,,,6,006,01,AL,A,AL,,2016-06-17,
2337,1935-04-08,9999-12-31,005027,C161,CASTELLETTO MOLINA,CASTELLETTO MOLINA,,,5,005,01,AT,A,AT,,2016-06-17,
2338,1937-10-16,9999-12-31,006051,C162,CASTELLETTO MONFERRATO,CASTELLETTO MONFERRATO,,,6,006,01,AL,A,AL,,2016-06-17,
2342,1861-03-17,9999-12-31,003043,C166,CASTELLETTO SOPRA TICINO,CASTELLETTO SOPRA TICINO,,,3,003,01,NO,A,NO,,2016-06-17,
2341,1871-07-10,9999-12-31,004049,C165,CASTELLETTO STURA,CASTELLETTO STURA,,,4,004,01,CN,A,CN,,2016-06-17,
16873,1929-03-24,9999-12-31,004050,C167,CASTELLETTO UZZONE,CASTELLETTO UZZONE,,,4,004,01,CN,A,CN,,2016-06-17,
2345,1861-03-17,9999-12-31,067012,C169,CASTELLI,CASTELLI,,,67,067,13,TE,A,TE,,2016-06-17,
2252,1927-08-05,9999-12-31,016062,C079,CASTELLI CALEPIO,CASTELLI CALEPIO,,,16,016,03,BG,A,BG,,2016-06-17,
2346,1861-03-17,9999-12-31,052005,C172,CASTELLINA IN CHIANTI,CASTELLINA IN CHIANTI,,,52,052,09,SI,A,SI,,2016-06-17,
2348,1861-03-17,9999-12-31,050010,C174,CASTELLINA MARITTIMA,CASTELLINA MARITTIMA,,,50,050,09,PI,A,PI,,2016-06-17,
2347,2015-01-30,9999-12-31,004051,C173,CASTELLINALDO D'ALBA,CASTELLINALDO D'ALBA,,,4,004,01,CN,A,CN,,2016-06-17,
2349,1979-12-01,9999-12-31,070014,C175,CASTELLINO DEL BIFERNO,CASTELLINO DEL BIFERNO,,,70,070,14,CB,A,CB,,2016-06-17,
2350,1862-12-19,9999-12-31,004052,C176,CASTELLINO TANARO,CASTELLINO TANARO,,,4,004,01,CN,A,CN,,2016-06-17,
2351,1927-01-12,9999-12-31,060020,C177,CASTELLIRI,CASTELLIRI,,,60,060,12,FR,A,FR,,2016-06-17,
1429,1940-08-07,9999-12-31,012043,B312,CASTELLO CABIAGLIO,CASTELLO CABIAGLIO,,,12,012,03,VA,A,VA,,2016-06-17,
2360,1861-03-17,9999-12-31,018039,C184,CASTELLO D'AGOGNA,CASTELLO D'AGOGNA,,,18,018,03,PV,A,PV,,2016-06-17,
2361,1861-03-17,9999-12-31,037017,C185,CASTELLO D'ARGILE,CASTELLO D'ARGILE,,,37,037,08,BO,A,BO,,2016-06-17,
2354,1970-10-28,9999-12-31,061025,C178,CASTELLO DEL MATESE,CASTELLO DEL MATESE,,,61,061,15,CE,A,CE,,2016-06-17,
2362,1861-03-17,9999-12-31,014014,C186,CASTELLO DELL'ACQUA,CASTELLO DELL'ACQUA,,,14,014,03,SO,A,SO,,2016-06-17,
323,1935-04-08,9999-12-31,005028,A300,CASTELLO DI ANNONE,CASTELLO DI ANNONE,,,5,005,01,AT,A,AT,,2016-06-17,
2364,1992-04-16,9999-12-31,097019,C187,CASTELLO DI BRIANZA,CASTELLO DI BRIANZA,,,97,097,03,LC,A,LC,,2016-06-17,
2365,1927-01-12,9999-12-31,063025,C188,CASTELLO DI CISTERNA,CASTELLO DI CISTERNA,,,63,063,15,NA,A,NA,,2016-06-17,
2367,1887-07-22,9999-12-31,026013,C190,CASTELLO DI GODEGO,CASTELLO DI GODEGO,,,26,026,05,TV,A,TV,,2016-06-17,
2371,1923-02-14,9999-12-31,022048,C194,CASTELLO TESINO,CASTELLO TESINO,,,22,022,04,TN,A,TN,,2019-06-04,
2366,1973-09-26,9999-12-31,022047,C189,CASTELLO-MOLINA DI FIEMME,CASTELLO-MOLINA DI FIEMME,,,22,022,04,TN,A,TN,,2016-06-17,
2372,1872-01-01,9999-12-31,020016,C195,CASTELLUCCHIO,CASTELLUCCHIO,,,20,020,03,MN,A,MN,,2016-06-17,
2375,1861-03-17,9999-12-31,071015,C198,CASTELLUCCIO DEI SAURI,CASTELLUCCIO DEI SAURI,,,71,071,16,FG,A,FG,,2016-06-17,
16874,1935-06-16,9999-12-31,076022,C199,CASTELLUCCIO INFERIORE,CASTELLUCCIO INFERIORE,,,76,076,17,PZ,A,PZ,,2016-06-17,
16875,1935-06-16,9999-12-31,076023,C201,CASTELLUCCIO SUPERIORE,CASTELLUCCIO SUPERIORE,,,76,076,17,PZ,A,PZ,,2016-06-17,
2380,1861-03-17,9999-12-31,071016,C202,CASTELLUCCIO VALMAGGIORE,CASTELLUCCIO VALMAGGIORE,,,71,071,16,FG,A,FG,,2016-06-17,
2223,1865-06-23,9999-12-31,083014,C051,CASTELL'UMBERTO,CASTELL'UMBERTO,,,83,083,19,ME,A,ME,,2016-06-17,
2383,1861-03-17,9999-12-31,004053,C205,CASTELMAGNO,CASTELMAGNO,,,4,004,01,CN,A,CN,,2016-06-17,
2384,1861-03-17,9999-12-31,013058,C206,CASTELMARTE,CASTELMARTE,,,13,013,03,CO,A,CO,,2016-06-17,
16877,1946-12-19,9999-12-31,029012,C207,CASTELMASSA,CASTELMASSA,,,29,029,05,RO,A,RO,,2016-06-17,
2374,1970-03-03,9999-12-31,070015,C197,CASTELMAURO,CASTELMAURO,,,70,070,14,CB,A,CB,,2016-06-17,
16878,1932-02-07,9999-12-31,076024,C209,CASTELMEZZANO,CASTELMEZZANO,,,76,076,17,PZ,A,PZ,,2016-06-17,
2388,1947-05-20,9999-12-31,083015,C210,CASTELMOLA,CASTELMOLA,,,83,083,19,ME,A,ME,,2016-06-17,
2391,1890-06-15,9999-12-31,018040,C213,CASTELNOVETTO,CASTELNOVETTO,,,18,018,03,PV,A,PV,,2016-06-17,
16879,1946-12-19,9999-12-31,029013,C215,CASTELNOVO BARIANO,CASTELNOVO BARIANO,,,29,029,05,RO,A,RO,,2016-06-17,
16880,2009-04-16,9999-12-31,093011,C217,CASTELNOVO DEL FRIULI,CASTELNOVO DEL FRIULI,,,93,093,06,PN,A,PN,,2016-06-17,
2397,1861-03-17,9999-12-31,035015,C218,CASTELNOVO DI SOTTO,CASTELNOVO DI SOTTO,,,35,035,08,RE,A,RE,,2016-06-17,
